10.	(0.010141505788581027*(0. + 4.923064824712415*^-19*(1.1534061859092712*^-17*mTv^2 + 5.784029333477872*^-14*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.0000663063930133029*mTv^2))))/GeV^4	(0.000010141505788581026*(0.007188438719005458*(6.77531582582536*^-6*GeV^4 - 1.1034108285939824*^-7*GeV^2*mTv + 4.512140916163282*^-10*mTv^2) + 0.0010137222912096424*(1.153406185909271*^-15*mTv^2 + 5.784029333477872*^-12*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.00006630639301330289*mTv^2))))/GeV^4	(1.0141505788581027*^-8*(0.010582958069330203*(0.000677531607063224*GeV^4 - 0.000011034108684626125*GeV^2*mTv + 4.512141286201497*^-8*mTv^2) + 0.001103709989573655*(1.1534061859092711*^-13*mTv^2 + 5.784029333477872*^-10*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.00006630639301330289*mTv^2))))/GeV^4	(1.0141505788581027*^-11*(0.010769783340291697*(0.0677531608244772*GeV^4 - 0.0011034108703868518*GeV^2*mTv + 4.512141314792835*^-6*mTv^2) + 0.0011046980527114876*(1.1534061859092714*^-11*mTv^2 + 5.7840293334778726*^-8*(1.*GeV^4 - 0.016285747512877986*GeV^2*mTv + 0.0000663063930133029*mTv^2))))/GeV^4
11.	(0.012069410192086813*(0. + 7.552709546439239*^-21*(1.1748176227079053*^-17*mTv^2 + 5.2334748330273184*^-14*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.0000663063930133029*mTv^2))))/GeV^4	(0.00001206941019208681*(0.007543876409631261*(6.5890203847079715*^-6*GeV^4 - 1.0730712234256019*^-7*GeV^2*mTv + 4.3881827628821904*^-10*mTv^2) + 0.0009968558151650802*(1.1748176227079051*^-15*mTv^2 + 5.233474833027318*^-12*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.00006630639301330289*mTv^2))))/GeV^4	(1.206941019208681*^-8*(0.011578197220237646*(0.0006589020606212837*GeV^4 - 0.000010730712594993249*GeV^2*mTv + 4.388183121325644*^-8*mTv^2) + 0.0011033300839184362*(1.1748176227079052*^-13*mTv^2 + 5.233474833027318*^-10*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.00006630639301330289*mTv^2))))/GeV^4	(1.2069410192086811*^-11*(0.011803633713660385*(0.06589020616903657*GeV^4 - 0.001073071261240405*GeV^2*mTv + 4.388183149556584*^-6*mTv^2) + 0.0011045223064559456*(1.1748176227079053*^-11*mTv^2 + 5.2334748330273185*^-8*(1.*GeV^4 - 0.016285747512877986*GeV^2*mTv + 0.0000663063930133029*mTv^2))))/GeV^4
12.	(0.0141273727324461*(0. + 1.1181555955844672*^-22*(1.1957915894101112*^-17*mTv^2 + 4.7209850116683834*^-14*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.0000663063930133029*mTv^2))))/GeV^4	(0.000014127372732446096*(0.007847760301358647*(6.406694875665495*^-6*GeV^4 - 1.0433781513713751*^-7*GeV^2*mTv + 4.266864268899796*^-10*mTv^2) + 0.0009790592536182041*(1.195791589410111*^-15*mTv^2 + 4.720985011668383*^-12*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.00006630639301330289*mTv^2))))/GeV^4	(1.4127372732446098*^-8*(0.012562201334550138*(0.000640669507547942*GeV^4 - 0.000010433781839125664*GeV^2*mTv + 4.266864616737946*^-8*mTv^2) + 0.0011029153859603384*(1.195791589410111*^-13*mTv^2 + 4.720985011668383*^-10*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.00006630639301330289*mTv^2))))/GeV^4	(1.4127372732446097*^-11*(0.012829745885007699*(0.0640669508512334*GeV^4 - 0.0010433781854831503*GeV^2*mTv + 4.266864644652175*^-6*mTv^2) + 0.0011043302445833186*(1.1957915894101112*^-11*mTv^2 + 4.720985011668384*^-8*(1.*GeV^4 - 0.016285747512877986*GeV^2*mTv + 0.0000663063930133029*mTv^2))))/GeV^4
13.	(0.016307367197822532*(0. + 1.6046407593874846*^-24*(1.216325188011845*^-17*mTv^2 + 4.244771042059499*^-14*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.0000663063930133029*mTv^2))))/GeV^4	(0.000016307367197822528*(0.008103495946271492*(6.2282759889451955*^-6*GeV^4 - 1.0143213019648192*^-7*GeV^2*mTv + 4.148143360981628*^-10*mTv^2) + 0.0009604397985728311*(1.216325188011845*^-15*mTv^2 + 4.244771042059498*^-12*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.00006630639301330289*mTv^2))))/GeV^4	(1.6307367197822533*^-8*(0.013535029034797098*(0.0006228276168603543*GeV^4 - 0.000010143213312235239*GeV^2*mTv + 4.148143699153214*^-8*mTv^2) + 0.0011024661445550395*(1.216325188011845*^-13*mTv^2 + 4.244771042059499*^-10*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.00006630639301330289*mTv^2))))/GeV^4	(1.630736719782253*^-11*(0.013848146070372646*(0.062282761772746636*GeV^4 - 0.0010143213326356806*GeV^2*mTv + 4.1481437267919425*^-6*mTv^2) + 0.0011041219422157356*(1.216325188011845*^-11*mTv^2 + 4.244771042059499*^-8*(1.*GeV^4 - 0.016285747512877986*GeV^2*mTv + 0.0000663063930133029*mTv^2))))/GeV^4
14.	(0.018601649266596687*(0. + 2.2402662876387972*^-26*(1.2364164342840233*^-17*mTv^2 + 3.8031056994268025*^-14*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.0000663063930133029*mTv^2))))/GeV^4	(0.000018601649266596684*(0.008314382382016655*(6.053701152345026*^-6*GeV^4 - 9.858904848550965*^-8*GeV^2*mTv + 4.031978455878445*^-10*mTv^2) + 0.0009411003680198417*(1.2364164342840233*^-15*mTv^2 + 3.803105699426802*^-12*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.00006630639301330289*mTv^2))))/GeV^4	(1.8601649266596686*^-8*(0.014496739264863116*(0.0006053701313310055*GeV^4 - 9.858905110694543*^-6*GeV^2*mTv + 4.0319787852733745*^-8*mTv^2) + 0.0011019826100272208*(1.2364164342840232*^-13*mTv^2 + 3.803105699426802*^-10*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.00006630639301330289*mTv^2))))/GeV^4	(1.8601649266596684*^-11*(0.014858860601790341*(0.060537013210789505*GeV^4 - 0.000985890512334677*GeV^2*mTv + 4.031978812675437*^-6*mTv^2) + 0.001103897474838929*(1.2364164342840233*^-11*mTv^2 + 3.803105699426803*^-8*(1.*GeV^4 - 0.016285747512877986*GeV^2*mTv + 0.0000663063930133029*mTv^2))))/GeV^4
14.999999999999998	(0.02100274853352626*(0. + 3.0518085642747246*^-28*(1.2560642175938474*^-17*mTv^2 + 3.394321877367268*^-14*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.0000663063930133029*mTv^2))))/GeV^4	(0.000021002748533526256*(0.008483604611838839*(5.882908525165334*^-6*GeV^4 - 9.580756288220008*^-8*GeV^2*mTv + 3.918328456308956*^-10*mTv^2) + 0.0009211393606492451*(1.2560642175938474*^-15*mTv^2 + 3.3943218773672684*^-12*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.00006630639301330289*mTv^2))))/GeV^4	(2.1002748533526256*^-8*(0.015447391276741902*(0.000588290866882874*GeV^4 - 9.580756522186599*^-6*GeV^2*mTv + 3.91832877777015*^-8*mTv^2) + 0.0011014650341042698*(1.2560642175938473*^-13*mTv^2 + 3.3943218773672685*^-10*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.00006630639301330289*mTv^2))))/GeV^4	(2.100274853352626*^-11*(0.015861915924329777*(0.05882908675762581*GeV^4 - 0.0009580756533478879*GeV^2*mTv + 3.918328804972103*^-6*mTv^2) + 0.0011036569182921764*(1.2560642175938475*^-11*mTv^2 + 3.3943218773672686*^-8*(1.*GeV^4 - 0.016285747512877986*GeV^2*mTv + 0.0000663063930133029*mTv^2))))/GeV^4
16.	(0.02350346073629204*(0. + 4.066540659688695*^-30*(1.2752682616425015*^-17*mTv^2 + 3.0168111270953525*^-14*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.0000663063930133029*mTv^2))))/GeV^4	(0.00002350346073629204*(0.008614227849138748*(5.715836992193405*^-6*GeV^4 - 9.308667807962975*^-8*GeV^2*mTv + 3.8071527469643697*^-10*mTv^2) + 0.0009006504782875283*(1.2752682616425015*^-15*mTv^2 + 3.0168111270953525*^-12*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.00006630639301330289*mTv^2))))/GeV^4	(2.350346073629204*^-8*(0.016387044617508114*(0.0005715837119878807*GeV^4 - 9.308668015908199*^-6*GeV^2*mTv + 3.807153061289563*^-8*mTv^2) + 0.001100913669851125*(1.2752682616425015*^-13*mTv^2 + 3.0168111270953527*^-10*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.00006630639301330289*mTv^2))))/GeV^4	(2.3503460736292043*^-11*(0.016857338593164087*(0.057158371260414786*GeV^4 - 0.000930866802594457*GeV^2*mTv + 3.8071530883257805*^-6*mTv^2) + 0.001103400348758358*(1.2752682616425016*^-11*mTv^2 + 3.0168111270953526*^-8*(1.*GeV^4 - 0.016285747512877986*GeV^2*mTv + 0.0000663063930133029*mTv^2))))/GeV^4
17.	(0.026096840177759206*(0. + 5.311403804469617*^-32*(1.2940290861078982*^-17*mTv^2 + 2.6690222199161235*^-14*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.0000663063930133029*mTv^2))))/GeV^4	(0.000026096840177759205*(0.008709193320213752*(5.552426157720768*^-6*GeV^4 - 9.04254104885397*^-8*GeV^2*mTv + 3.6984111905346985*^-10*mTv^2) + 0.0008797226077128854*(1.294029086107898*^-15*mTv^2 + 2.6690222199161237*^-12*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.00006630639301330289*mTv^2))))/GeV^4	(2.609684017775921*^-8*(0.017315759116504296*(0.0005552426270686136*GeV^4 - 9.042541232826513*^-6*GeV^2*mTv + 3.698411498478183*^-8*mTv^2) + 0.001100328771606243*(1.294029086107898*^-13*mTv^2 + 2.6690222199161237*^-10*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.00006630639301330289*mTv^2))))/GeV^4	(2.6096840177759205*^-11*(0.017845155270673*(0.05552426276138353*GeV^4 - 0.0009042541241705855*GeV^2*mTv + 3.6984115253809465*^-6*mTv^2) + 0.0011031278427541273*(1.2940290861078982*^-11*mTv^2 + 2.6690222199161236*^-8*(1.*GeV^4 - 0.016285747512877986*GeV^2*mTv + 0.0000663063930133029*mTv^2))))/GeV^4
18.	(0.02877619233938673*(0. + 6.812123174716546*^-34*(1.3123479691811897*^-17*mTv^2 + 2.3494597327086506*^-14*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.0000663063930133029*mTv^2))))/GeV^4	(0.000028776192339386727*(0.008771315437498593*(5.39261633959316*^-6*GeV^4 - 8.782278814043455*^-8*GeV^2*mTv + 3.59206412375674*^-10*mTv^2) + 0.0008584397542802737*(1.3123479691811897*^-15*mTv^2 + 2.3494597327086506*^-12*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.00006630639301330289*mTv^2))))/GeV^4	(2.877619233938673*^-8*(0.018233594872740334*(0.0005392616439033166*GeV^4 - 8.782278975988933*^-6*GeV^2*mTv + 3.59206442603107*^-8*mTv^2) + 0.0010997105949186832*(1.3123479691811896*^-13*mTv^2 + 2.3494597327086507*^-10*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.00006630639301330289*mTv^2))))/GeV^4	(2.8776192339386734*^-11*(0.018825392723577198*(0.053926164438325874*GeV^4 - 0.000878227898380515*GeV^2*mTv + 3.5920644528306595*^-6*mTv^2) + 0.001102839477120196*(1.3123479691811897*^-11*mTv^2 + 2.3494597327086508*^-8*(1.*GeV^4 - 0.016285747512877986*GeV^2*mTv + 0.0000663063930133029*mTv^2))))/GeV^4
18.999999999999996	(0.03153506668131894*(0. + 8.59230378841027*^-36*(1.3302269109858445*^-17*mTv^2 + 2.056682656204327*^-14*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.0000663063930133029*mTv^2))))/GeV^4	(0.00003153506668131893*(0.008803280172887507*(5.23634856329302*^-6*GeV^4 - 8.527785059121156*^-8*GeV^2*mTv + 3.488072353483667*^-10*mTv^2) + 0.000836881020507943*(1.3302269109858443*^-15*mTv^2 + 2.056682656204327*^-12*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.00006630639301330289*mTv^2))))/GeV^4	(3.153506668131894*^-8*(0.01914061224250276*(0.0005236348650341344*GeV^4 - 8.527785200885856*^-6*GeV^2*mTv + 3.488072650761319*^-8*mTv^2) + 0.001099059396486283*(1.3302269109858444*^-13*mTv^2 + 2.056682656204327*^-10*(1.*GeV^4 - 0.01628574751287799*GeV^2*mTv + 0.00006630639301330289*mTv^2))))/GeV^4	(3.1535066681318934*^-11*(0.019798077820104423*(0.052363486545426885*GeV^4 - 0.0008527785207728058*GeV^2*mTv + 3.4880726774860974*^-6*mTv^2) + 0.0011025353290117308*(1.3302269109858445*^-11*mTv^2 + 2.056682656204327*^-8*(1.*GeV^4 - 0.016285747512877986*GeV^2*mTv + 0.0000663063930133029*mTv^2))))/GeV^4
